'LAKE NAME', 'CONTENTS', 'DATE', 'FUZZY MATCH'
GLADWIN_INDIAN_MNGM_0001_1.csv,"7. 175 largemouth bass, average  length 6"", planted fall 1961 ",12/67 ,1
OGEMAW_AMBROSE_MNGM_0003_1.csv,1. No fish planted since 1941.  Done ,2/62 ,1
HILLSDALE_CARPENTER_MNGM_0001_1.csv,"1. Lake classified and fish species  1927, 1931, 1939. Panfish  Stocking: bluegills 1937-45; 1.  1942-45; perch 1938-39.  Lake mapped by IFR. ",1966 ,0
OTSEGO_HARDWOOD_MNGM_0001_1.csv,1. Planting not carried out. ,,0
MARQUETTE_ROCKINGCHAIRSOUTH_MNGM_0001_1.csv,2. 125 fall fingerling brook trout  planted via airplane - 1976. ,4/78 ,1
MARQUETTE_ROCKINGCHAIRSOUTH_MNGM_0001_1.csv,4. Restocking cont. by packpacking  BKT to lake 1982 ,,0
BARRY_LONG_MNGM_0004_1.csv,1. Stocking discontinued ,2/67 ,0
BARRY_LONG_MNGM_0004_1.csv,7. Musky stocking discontinued. ,1/82 ,1
BARRY_LONG_MNGM_0004_1.csv,8. Trout stocking discontinued. ,8/78 ,1
MONTCALM_WINFIELD_MNGM_0001_1.csv,"3. 1, 000 S. m. bass 2. 5"" av) stocked  (left pect. fin removed) ",10/49 ,1
HOUGHTON_BASS_MNGM_0001_1.csv,4. 1000 legal brook trout planted  in 1958. ,4/59 ,1
HOUGHTON_BASS_MNGM_0001_1.csv,6. Supp. in-season plants made:  1959-1500 legal brook trout;  1960 - 1500 legal brook trout  6 (cont) 1000 legal brook trout planted  in 1961; 750 legal brook trout  planted in 1962; 1000 legal brook  trout planted in 1963; 500 legal  brook trout planted in 1964 ,2/65 ,1
HOUGHTON_BASS_MNGM_0001_1.csv,10. 5000 sp brook trout planted  5/26/66 (+1. 5). ,5/66 ,1
WASHTENAW_WALSH_MNGM_0002_1.csv,3. 76 yearling 1. m. bass stocked 1967 ,1/72 ,1
OAKLAND_LOON_MNGM_0001_1.csv,3. No fish planted ,1-53 ,1
HOUGHTON_BOB_MNGM_0001_1.csv,"5. 3000 F. largemouth bass and 42,000 F. brook trout stocked  1960. ",5-61 ,1
HOUGHTON_BOB_MNGM_0001_1.csv,"5. (cont) 15, 000 brook trout (+2. 8"")  planted in 1964 ",1966 ,1
MONTCALM_TAMARACK_MNGM_0001_1.csv,"5. Stocked with rainbow trout (32,000) ",6/66 ,0
MONTCALM_TAMARACK_MNGM_0001_1.csv,"6. 14,000 I. m. bass fing. planted ",6/66 ,1
MONTCALM_TAMARACK_MNGM_0001_1.csv,"7. 4, 225 tiger muskies planted ",5/67 ,1
MONTCALM_TAMARACK_MNGM_0001_1.csv,8. 157 adult black crappies stocked  5/26/67 ,10/67 ,1
SCHOOLCRAFT_QUARRY_MNGM_0003_1.csv,4. Stocked 500(L) brook trout 8/5/55 ,1955.0,0
SCHOOLCRAFT_QUARRY_MNGM_0003_1.csv,3. NOTE: Pond drained fall 1955 to  recover body of boy who drowned  there.  4a. Restocked 400(L) brook trout 1957 ,1955.0,0
MONTCALM_SAWDUST_MNGM_0002_1.csv,3. 200 (L) rainbow trout stocked ,1960.0,1
OSCEOLA_SUNRISE_MNGM_0003_1.csv,7. Discont. due to change in planting  policy. ,1/68 ,1
KENT_PINEISLANDLITTLE_MNGM_0001_1.csv,"7. Lake planted with 3,000 brown trout ",10/66 ,1
KENT_PINEISLANDLITTLE_MNGM_0001_1.csv,10. Lake planted with 500 brown  trout yearlings. ,1972 ,1
BARAGA_COON_MNGM_0004_1.csv,2. 6400 fing. LM bass planted 1947. ,9/47 ,1
BARAGA_COON_MNGM_0004_1.csv,5. 1000 adult walleyes planted 1957.  100 picked up dead after planting.W. ,'57 ,1
ONTONAGON_MIRROR_MNGM_0005_1.csv,5. 5000 fing. brook trout stocked ,10/63 ,1
ONTONAGON_MIRROR_MNGM_0005_1.csv,"9. 8, 500 rainbows (x5. 4) planted 4/22/65  9,050 splake (x1. 8) planted 9/1/65.J S ",9/65 ,1
ONTONAGON_MIRROR_MNGM_0005_1.csv,"11. 25, 500 SF rainbows(t1 5) planted  6/2/66; 20. 000FF splake (+2. 5)  planted 9/22/66 ",9/66 ,1
ALGER_IRWIN_MNGM_0001_2.csv, (cont) S. F. brook trout planted again  6/29/67. Stocking policy revised  by staff. Eval. netting accomplished  6/20/68 indicates poor results  from S. F. program. ,7/68 ,0
ALGER_IRWIN_MNGM_0001_2.csv,"11. Larger fing. planted 7/68/  Yearlings planted 6/69 due to  fing. shortage, ",9/69 ,1
ALGER_IRWIN_MNGM_0001_2.csv,12. Survey 6/69 indicates better re-  sults from 7/68 plant than  from 66 & 67 plants.  13b. Fishery survey - 1980 - no  trout captured in spite of  recent plants  13C. 1981 survey found no trout --  FF BKT planted 1980. ,9/69 ,1
ALGER_IRWIN_MNGM_0001_2.csv,"14. BKT planted 74-80, except 77 & 78 ",12/80 ,1
ALGER_IRWIN_MNGM_0001_2.csv,15. Plants stopped 1981. ,1/82 ,0
DELTA_CAMP7_MNGM_0003_1.csv,"2. Stocked with S.M. and L.M. Bass,  and perch (1936-1943). SM. Bass fishery  in late 1930's and early 1940's. Marked  reported in recent years. ",decline ,0
DELTA_CAMP7_MNGM_0003_1.csv,"5. 1,000 legal rainbows planted in  1958. Good survival and growth indicated  in June 1959 netting  (Cont'd.) 5, .000 S.M. bass 3.1 & 5.4 inches  planted in 8-1959. Netting in Sept.  showed good growth and survival of both  rainbows and bass. No other species  taken. ",6/59 ,1
DELTA_CAMP7_MNGM_0003_1.csv,"6. 5,000 SM bass and 5,000 bluegills  planted in 1960. ",9/59 ,1
DELTA_CAMP7_MNGM_0003_1.csv,7. Planted as per #7 across in 1961.  Last rainbow plant made in 1959. ,1/61 ,0
LEELANAU_BELANGER_MNGM_0003_1.csv,2. Total monthly planting reduced  to 150 June 1960. ,12/60 ,1
OTTAWA_FENNESSY_MNGM_0003_1.csv,2. Stocked as recommended with  excellent results ,10/51 ,0
OCEANA_HEITMAN_MNGM_0002_1.csv,"3. 1,500 (8.2"") rainbows stocked  11/57 ",1/58 ,1
OCEANA_HEITMAN_MNGM_0002_1.csv,6. 1500 L. rainbow planted 1959-62 ,3/67 ,1
SCHOOLCRAFT_CLEAR_MNGM_0003_1.csv,"1. Stocked with 500-3886(L) brook  trout 1947 1-19560 - except 1951, 52,  54) ",1956.0,0
SCHOOLCRAFT_CLEAR_MNGM_0003_1.csv,"6. Poisoned 9/23/58(LS) checks show  suckers( see notes & ref) lett.file  5 - 6. Stocked 2000(L) rainbow 1958-59.  also 10, 000(F), surplus 1959;  1500(L) 1960 & 1100(L) 1961; good  rainbow fishing reported summer  1960 & 61; also midwinter 1960-6 ",1959.0,0
LUCE_TWIN_MNGM_0003_1.csv,4. Stocked brown trout 2000(Y) 1968 ,1968 ,0
HILLSDALE_BANKERS_MNGM_0002_1.csv,1. Stocking: bluegills 1937 - 39;  largemouth bass 1944-45.  Lake classified and fish species  noted. Panfish predominate.  Lake mapped 2/19/43 by IFR. ,,0
KENT_MURRY_MNGM_0001_1.csv,"3. 2, 500 n. pike stocked ",1958 ,1
KENT_MURRY_MNGM_0001_1.csv,"8. 3,200 tiger muskies stocked 1970. ",12/70 ,1
LUCE_LONG_MNGM_0003_1.csv,1. Stocked annually with adult ,3/60 ,0
LUCE_LONG_MNGM_0003_1.csv,2. Stocked annually with adult  brook trout in fall. 2 M (SL)  1950; 800 (L) 1953; 500 (L)  1954; 1956-60. ,1/61 ,0
LUCE_LONG_MNGM_0003_1.csv,2. Stocked 500(L) brook trout 1965;  5000(FF) 1966; 1000 (Y) 1967;  500(Y) 1968 ,1965 ,0
DICKINSON_PICKEREL_MNGM_0001_1.csv,3. 1400 L.M. bass fingerling planted  9/27/54 ,1957 ,1
DICKINSON_PICKEREL_MNGM_0001_1.csv,3. Done. 1400 L.M. bass stocked  in 1957 and 1958. Netting in  1960 produced S.M. bass but  no L.M. bass. ,1/70 ,1
LUCE_BROCKIES_MNGM_0002_1.csv,2. Planted as recommended (FC) ,1950.0,0
LUCE_BROCKIES_MNGM_0002_1.csv,"2. Stocked 200-400(L) brook trout  (1950-63). Cut stocking 1960 to  200(L) due to deteriorated dam  (FC). Beaver dam washed out  late summer, 1963 (Mgt) ",1964.0,0
LUCE_BROCKIES_MNGM_0002_1.csv,"3. Contracted for construction in  1964-65. (Mgt)  2a, Stocked 1000(SL), 500(L) 1965;  1000(FF) 1966; 400 (YP) 1967  400(Y) 1968. ",1964.0,0
OTSEGO_BRIDGE_MNGM_0001_1.csv,6. Planted through 1965. ,174 ,0
ROSCOMMON_STHELEN_MNGM_0002_1.csv,"1. Planted 10,000 walleye pike fin-  gerlings, size 2.25 inches ",7/54 ,0
OGEMAW_CLEAR_MNGM_0003_1.csv,1. No fish have been planted since  1941. ,2/62 ,1
OGEMAW_CLEAR_MNGM_0003_1.csv,"11. 2000 r'bows stocked 1971. Surveyed  10/21/71. No trout taken, too many  Warmwater pop. sparce, growth fair.  Would make a good trout only lake.  removal might help warmwater fish. ",,1
ONTONAGON_ROCKLAND_MNGM_0001_1.csv,"1. 200 legal rainbow trout planted in  1951, 1952.  1 (cont). 300 legal rainbows planted  in 1953.  ""550 legal rainbows planted in 1954  200 legal rainbows planted annually  1955 thru 1957.  250 legal rainbows planted in 1958  200 logal rainbows planted in 1959,  250 legal rainbows planted 1961, 1963 ",1952 ,1
ONTONAGON_ROCKLAND_MNGM_0001_1.csv,"4. 500 rbw X 7.2"" released 6/78. ",1957 ,1
ONTONAGON_ROCKLAND_MNGM_0001_1.csv,4. cont'd. 750 rbw. 10.5 cm released  6/79. ,1958 ,1
BARRY_BASSETT_MNGM_0002_1.csv,3. 600 (F) northern pike planted in  1954. ,10/62 ,1
IRON_CHIEFEDWARDS_MNGM_0001_1.csv,2. No stocking done. ,,1
NEWAYGO_INDIAN_MNGM_0002_1.csv,"1. 1, 000 F 1. m. bass planted 1959 ",3/67 ,1
CHARLEVOIX_FOX_MNGM_0001_2.csv,13. Continue this recommended  stocking schedule after treatment  in fall of 1967.  Rainbow trout stocking discon- ,1966 ,1
OAKLAND_LOTUS_MNGM_0003_2.csv,12. Fall surveys (2) found no trout  fishing poor reflecting too small  trout planted Ditto for '81. ,11/81 ,1
KALAMAZOO_EAGLE_MNGM_0001_1.csv,"3. 3500 legal-sized rainbow trout  in spring, 1946 and in 1947. No  report of success of plantings.  stocking is warranted until a more  check can be made on Eagle Lake.  6 gill nets set overnight, Aug.  2-3, 1948, took no trout  Lake inventoried in summer of 1952,  see I.F.R. Report No. 1359 ",12-1-4 ,1
DELTA_ROUND_MNGM_0006_1.csv,2. No fish planted since 1940 ,3-64 ,1
MARQUETTE_SLEEMAN_MNGM_0003_1.csv,"2. 750 L.M. bass (7"" av.) stocked  10/17/51. ",,1
IRON_MADELYN_MNGM_0001_1.csv,"6. Cont. Planted as follows: 1971-  400 Y brook trout; 1973-300 F brook  trout; 1974-300 F brook trout; 1975-  2,440 SF brook trout; 1976-900 FF  brook trout; 1978-350 SF brook trout ",1-78 ,0
BRANCH_LONG_MNGM_0001_1.csv,1. Bluegills stocked 1937-41; perch  General survey made in 1939.  common. Biol. survey conducted  Panfish abundant. Lake mapped ,,1
NEWAYGO_KENOSHA_MNGM_0001_1.csv,3. Lake treated with 3ppb Fintrol  Concentrate 5/27/75. Brook trout  stocking program started in 1975. ,3/77 ,1
OGEMAW_PEACH_MNGM_0003_1.csv,1. No fish stocked since 1941. ,12/15/60 ,1
CHIPPEWA_ANDRUS_MNGM_0001_1.csv,"3. 5000 LM bass(3.6"") stocked 1960,  1961 (FC) ",1961.0,1
CHIPPEWA_ANDRUS_MNGM_0001_1.csv,"5. 500 (7. 6) rainbow 1960 and 500 (6"")  rainbow stocked 1961 (FC) ",1961.0,1
CHIPPEWA_ANDRUS_MNGM_0001_1.csv,7. Preliminary evaluation 7/13/65  (8088). OK to restock as recommended  (LSI) ,1965.0,1
CHIPPEWA_ANDRUS_MNGM_0001_1.csv,"7. Restocked with 5000(F), 6000(SL)  and 500 (L) rainbow 1965 and 5000  (FF) rainbow, 1966 ",1967.0,0
LAPEER_CEDAR_MNGM_0001_1.csv,3. Brook trout only stocked but num-  bers and size have varied with  availability of supply-s stock-  ing record. ,1956 ,1
LAPEER_CEDAR_MNGM_0001_1.csv,8. Brook trout only stocked but  and size have varied with supply  see record. ,1957 ,1
OAKLAND_FENTON#2_MNGM_0002_1.csv,"12. Done, 1969: Planted 1,500 F. F. Rainbow trout. ",3/70 ,0
LAPEER_MCDOWELL_MNGM_0002_1.csv,"2. Restocked as below:  500 L.M. bass frigs. planted. Fish  50 "" # sub-legal a II  2145 sub-legal bluegille if if ",9-27-57 ,0
LAPEER_MCDOWELL_MNGM_0002_1.csv,"4. Six trap and fyke nets set overnight  by LSI 7/11/61. Total catch 6  bluegill, 9 pike, and 1 largemouth  bass. By contrast Mr. Dart report  excellent bluegill and pike fishing  in late summer. All pike are  released by agreement. ",# ,1
LENAWEE_HUDSON_MNGM_0001_1.csv,"4. Stocked 2,000 fingerling northern  muskies 9/4/80. ",,0
PRESQUE_FERDELMAN_MNGM_0001_1.csv,3. Stocking completed. ,11/64 ,0
PRESQUE_FERDELMAN_MNGM_0001_1.csv,8. 37 adult largemouth stocked.  Rbw trout stocked 1971-1977. (#9.) ,1/74 ,1
PRESQUE_FERDELMAN_MNGM_0001_1.csv,12. 51 adult 1mb stocked fall 1978. ,2/79 ,1
OTSEGO_TWINNORTH_MNGM_0001_1.csv,"2. Brook trout fingerlings, 6,300  planted 1933. Only rainbow trout  100 to 350 (A) planted 1935, 1937  '39, and 1941'42.  3 ",2-1-49 ,1
OTSEGO_TWINNORTH_MNGM_0001_1.csv,4. No fish planted in 1943 ,,1
OTSEGO_TWINNORTH_MNGM_0001_1.csv,5. Brook trout planted in 1944 and  1945: 300 (yr.) 100 (A).  Revised. ,,1
OTSEGO_TWINNORTH_MNGM_0001_1.csv,"6. Planted brook trout: 1946-2800  (7) Gill netting, July 1946, took  83 yellow perch, no trout. ",,0
MONTCALM_NONAME_MNGM_0001_1.csv,"4. (Rev.) 5,000 fing. 1. m. bass  planted ",10/65 ,1
MARQUETTE_CLEAR_MNGM_0002_2.csv,14. Done--see planting card. ,9/73 ,1
LAKE_BIGLEVERENTZ_MNGM_0001_1.csv,4. Brown trout planting program started  in 1974. ,4/74 ,1
BENZIE_BIGPLATTE_MNGM_0001_1.csv,2. Lake trout planted 1947-48. Brook  trout planted in 1966. ,1/72 ,1
KEWEENAW_ELIZA_MNGM_0001_2.csv,12. Rainbows released 1967-1972. ,1/72 ,1
KEWEENAW_ELIZA_MNGM_0001_2.csv,13. Brook trout released 1973-1974. ,1/75 ,1
KEWEENAW_ELIZA_MNGM_0001_2.csv,"13. 1200 brook trout 3.6"" released  8/75. ",1/76 ,1
KEWEENAW_ELIZA_MNGM_0001_2.csv,"13. 1200 brook trout X 3.45"" planted  9/76. ",10/76 ,1
KEWEENAW_ELIZA_MNGM_0001_2.csv,"13. 800 rbw x 7.4"" released 6/78 ",12/78 ,1
JACKSON_CRANBERRY_MNGM_0001_1.csv,1. Stocking: bluegills 1937-44; 1.m.  45; perch 1937-39; p. seed. 1941.  Lake mapped by IFR Jan. 1953. ,,0
SCHOOLCRAFT_NINETEEN_MNGM_0001_1.csv,3. Stocked 750(A) & 7000 (F) rainbow  trout 1953 ,1953 ,0
SCHOOLCRAFT_NINETEEN_MNGM_0001_1.csv,3. Stocked 5000(SL) rainbow 1959 ,1959 ,0
SCHOOLCRAFT_NINETEEN_MNGM_0001_1.csv,9. Restocked with 800 (L) and 3000  (SL) rainbow 11/29/63 (FC) ,10/63 ,0
MARQUETTE_BROCKY_MNGM_0003_2.csv,"14. Yearling browns planted in '68.  Yearling brooks planted in 1969  due to brown shortage.  15 Survey on 6/11 and 12, 1969,  good growth rate for '68 brown  plant and fair fishing despite  sucker population. ",7/69 ,1
GRANDTRAVERSE_BELLOWS_MNGM_0003_1.csv,"2. Fishing success has dropped off considerably during 1955, 1956 3. 20,000 fingerling rainbow trout planted spring '55. ",8/56 1955 ,1
CLARE_BUDD_MNGM_0001_2.csv,"11. 2, 000 fing., 5"" av. planted 6/63  No fish planted 1964 ",8/64 ,1
CLARE_BUDD_MNGM_0001_2.csv,11. (add) Plantings completed in ,12/66 ,0
CLARE_BUDD_MNGM_0001_2.csv,"13. 1,750 fingerling muskies planted  in '69. ",1/70 ,1
BARRY_FISH_MNGM_0003_2.csv,10. Stocking of walleye began in 1971 ,12/71 ,0
MONTMORENCY_GAYLANTA_MNGM_0001_1.csv,"2. Restocked with bluegills, large  and smallmouth bass and northern  pike. ",9/60 ,0
GLADWIN_STREAKED_MNGM_0003_2.csv,11. Trout planted 10/23/61. ,10/61 ,1
GLADWIN_STREAKED_MNGM_0003_2.csv,12. Netted 10/68  NOTE: This lake has been stocked in  past with Brook Trout with some  a fair amount of spring water coming  lake from one small creek and 1 large  Poor population of wärmwater fish ,1/69 ,1
GLADWIN_STREAKED_MNGM_0003_2.csv,13. Discontinue planting poor returns. ,Has ,1
GOGEBIC_LUMBERJACK_MNGM_0002_1.csv,4. Lake gill netted6-64 (USFS) . No fish  taken. Local resident reported stocking  lake with minnows and taking fing.  in minnow traps in 1963. ,2/65 ,1
OAKLAND_DEEP_MNGM_0003_1.csv,"3. Planting record:  B'gills R'bow Trout S.M.B.  1941 100 (4-6"") 2,993 (5-8"") 2,935(4-6"")  1942 1,000 (2"")  1943 500(51"")  1944 1,000 (4"")rt.pec.  1945  1946 1,000(23)dorsal  1,000(F)L.pec.  1947  1948  1949 300(yr)Adi.  1950 4/11 1,000(yr)rt.pel.  1951 ",(F) ,0
OTSEGO_BRADFORD_MNGM_0002_1.csv,"2. Stocking delayed until spring,  1978 because of conflicting req. from  property owners. ",2/79 ,0
OAKLAND_BIG_MNGM_0003_1.csv,1. Walleye stocking not made-probably ,12/60 ,1
ALGER_DEADMANS_MNGM_0001_1.csv,4. Introduced 100 (SL) n. pike  April 1961 ,1960.0,0
OTSEGO_SAND_MNGM_0001_1.csv,3. Planted with legals in 1964; sub-  legals in 1965. Delete future legal  plants. ,12/66 ,0
OTSEGO_SAND_MNGM_0001_1.csv,10. Stocked w/adult smb-rbw plants  cancelled. ,2/79 ,0
CHARLEVOIX_BOYNECITY_MNGM_0001_1.csv,1. Delete stocking -pond private ,9/64 ,1
DICKINSON_MARY_MNGM_0001_2.csv,"14. Done. 8,400 walleye fing.  planted July, 1983. ",2/84 ,1
DICKINSON_MARY_MNGM_0001_2.csv,"14. (Cont.) Done. Walleye fingerlings  planted 1983 and 1984, walleye  adults planted 1984. ",2-13-85 ,1
LUCE_BEAVERHOUSE_MNGM_0003_2.csv,"12b. Stocked 350,000 walleye fry ",1966.0,0
LUCE_BEAVERHOUSE_MNGM_0003_2.csv," 13a. Stocked 1200 red bellied dace and  fathead minnows 6/9/66 (Mgt) and  20,000 spot-tail shiners 11/9/66  (FC) ",1966.0,0
LUCE_BEAVERHOUSE_MNGM_0003_2.csv,"11. Gill netted for walleye 8/7-8/67  evident.  12c. Stocked 300,000 walleye, fry,  spring 1969. ",1967.0,0
LUCE_BEAVERHOUSE_MNGM_0003_2.csv,13.b Stock 500 (A) bluntnose 1967 ,1969.0,0
BRANCH_MARBLE_MNGM_0005_1.csv,"1. Gen. surveys conducted 1928 and  1939. Panfish common. Bgills  1937-45, 48-51; 1. m. bass 1937-45,  Perch 1938. Lake mapped by IFR  PAS purchased 12/41. PAS developed.  Biol. surv. conducted 1948, 1949,  abundant. Stocking not necessary.  suitable for trout. ",Panfish ,0
BRANCH_MARBLE_MNGM_0005_1.csv,"2. Stocked 10, 000 bgill fing. fall 1948,  left pelvic fin clipped; 10, 000 bgill  fing. fall 1949, rt. pelvic fin clipped;  and 10, 000 bgill fing. fall 1950, rt.  pect. fin clipped. ",not ,0
BRANCH_MARBLE_MNGM_0005_1.csv,6. Bgills stocked as recommended ,1951 ,1
BRANCH_MARBLE_MNGM_0005_1.csv,7. Warmwater fish stocking discont. ,1952 ,1
OAKLAND_HARTWIG_MNGM_0002_1.csv,8. Stocked accordingly 1966. ,10/6 ,0
IRON_BRULE_MNGM_0002_1.csv,"3. 15,000 3.5"" brown trout fgr.  stocked 10/6/60. ",7/66 ,1
IRON_BRULE_MNGM_0002_1.csv,6. Stocked with brown trout (see 1966  stocking schedule) ,2/81 ,0
IRON_BRULE_MNGM_0002_1.csv,"8. Done. 12, , 500 walleye finger-  lings planted July, 1980. ",,1
KALKASKA_BIGBLUE_MNGM_0003_1.csv,7. Lake trout planting program  resumed spring 1955 ,6/62 ,1
KALKASKA_BIGBLUE_MNGM_0003_1.csv,9. Lake trout planting suspended  in 1959. ,,1
ALGER_ROCKRIVER_MNGM_0001_1.csv,2. Done in 1966 and 1967. Stocking  policy revised by staff. ,7/68 ,0
ALGER_ROCKRIVER_MNGM_0001_1.csv,4. Fingerling brook trout $tocked  thru 1973. ,11/73 ,1
MARQUETTE_TILDEN_MNGM_0003_2.csv,"7. Brook trout planted 1958, 59, ",8-61 ,1
MARQUETTE_TILDEN_MNGM_0003_2.csv,"8. Planted 1, 670 lake trout in 1961. ",8/61 ,0
MARQUETTE_TILDEN_MNGM_0003_2.csv,9. Surplus lake trout planted 1962  through 1965 ,10/61 ,1
MARQUETTE_TILDEN_MNGM_0003_2.csv,"11. Surplus lake trout planted in 1966,  surplus ""Brookinaw"" planted  in 1968. Lake trout plants  discontinued as per new stocking  guidelines.  12 Splake planted in 1969. ",12/65 ,1
KALKASKA_GUERNSEYBIG_MNGM_0003_2.csv," 1971-Warmwater pop. coming along slowly.  Perch look good. Numerous large browns.  Should resume trout planting.  1973-Rainbows doing well, perch too.  Planted hybrids look good too. ",,0
MECOSTA_BULLHEAD_MNGM_0003_1.csv,1. No fish stocked since sometime  prior to 1933. Reported to have  frequent winterkill. ,,1
KALAMAZOO_AUSTIN_MNGM_0003_1.csv,10. Tiger musky stocking begun in 1976. ,,1
LAPEER_WHEELOCK_MNGM_0001_1.csv,2. Restocked as recorded. Fish ,71&72 ,0
LUCE_BULLHEAD_MNGM_0003_1.csv,3. Stocked with 1000 (F) large-  mouth bass in fall 1956. ,1956.0,0
LUCE_BULLHEAD_MNGM_0003_1.csv,6. Planted as recommended (see  planting report) FC ,1964.0,0
LUCE_BULLHEAD_MNGM_0003_1.csv,9. Eval. gill netting 8/16/65 (LSI)  Positive.  6a. Stocked 1000 (SL) rainbows 1965;  1000FF 1966; 200 Y 1968 ,1965.0,0
VANBUREN_WOLF_MNGM_0005_1.csv,"3. Opened to fall rainbow fishing,  1949.  Opened to public fishing, 1946  Stocking Record.  1947--150 tagged rainbows  1,000 Dorsal rainbows  1948--1,200 Adipose rainbows  1949--1,200 (A) rainbows  Creel Census returns indicate that  fishing is only fair, and poor  returns from rainbow plantings. ",9/9/69 ,0
VANBUREN_WOLF_MNGM_0005_1.csv,5. No stocking 1950-1962. ,,1
VANBUREN_WOLF_MNGM_0005_1.csv,6. 500 walleye F. stocked in 1954.  stocking 1955-56. ,,1
VANBUREN_WOLF_MNGM_0005_1.csv,7. Brown trout stocked from 1963-66.  Rainbow trout stocked 1968  through present. ,,1
DELTA_CAMP41_MNGM_0001_1.csv,2. 866 fing. pike planted in 6/66 ,7/66 ,1
MONTMORENCY_EASTTWIN_MNGM_0001_2.csv,"8. 400,000 walleye fry stocked spring  of 1968. Evaulated by boom shocking  and netting, spring 1969. No  yearling walleye recovered. ",2/79 ,1
MARQUETTE_LOG_MNGM_0002_2.csv,10. Rainbow trout hand planted with  local help 5/78. ,1/79 ,1
MECOSTA_ROGERS_MNGM_0003_1.csv,"7. 625,000 Walleye fry planted in  May, 1971, ",1/72 ,1
WASHTENAW_PLEASANT_MNGM_0003_1.csv,"4. 5, 000 (F. ) n. pike stocked 1961 ",3/63 ,1
CHEBOYGAN_BURT_MNGM_0001_1.csv,"2. Netting during the inventory in July  Aug. '55 produced 3 rainbow trout  (15.1""-16,4"") and 1 brown trout (L4.5""  3 and 4. Delete in lieu of new  stocking program ",1/51 ,1
CHIPPEWA_ARBUTUS_MNGM_0003_1.csv,"1. Stocked with LM Bass, bluegills  and pumpkinseed prior to 1941. ",2/61 ,0
GOGEBIC_TAYLOR_MNGM_0003_1.csv,"3. 5000 brook trout (+2. 8"" 0) planted  in 1964. ",++ ,1
GOGEBIC_TAYLOR_MNGM_0003_1.csv,9. Yearling splake released 1973  (8100) & 1974 (4000). ,2/75 ,1
IONIA_IONIACLUB_MNGM_0002_1.csv,1. Planted as recommended by DFS  50 legal brook trout ,1962.0,0
IONIA_IONIACLUB_MNGM_0002_1.csv,2. Stocking discontinued ,1962.0,0
CASS_SHAVEHEAD_MNGM_0002_1.csv,"1. Planted legal-sized rainbow trout:  1947 - 2,000. -  1948 - 3,000.  1949 - 3,000. ",1950 ,0
CASS_SHAVEHEAD_MNGM_0002_1.csv,7. Trout planted in '58 and '60 ,10/79 ,1
CASS_SHAVEHEAD_MNGM_0002_1.csv,11. Rainbow trout stocking begun ,,1
GOGEBIC_HILLTOP_MNGM_0001_2.csv,10. Planted as rec. 1959 thru 1961;  1000 sublegal brook trout planted  in 1962; 1000 SL brook and 2000 SL  rainbow trout planted in 1963 & 1964 ,2/65 ,0
GOGEBIC_HILLTOP_MNGM_0001_2.csv,13. 4000 FF splake planted 9/66 ,9/66 ,1
GOGEBIC_HILLTOP_MNGM_0001_2.csv,13. (cont) 4000 splake (+2. 9) released  9/67. ,9/67 ,1
SCHOOLCRAFT_EAGLE_MNGM_0003_1.csv,"2. 1000 (7. 3"") brook trout (left  pectoral clipped) stocked fall 1950 ",1950.0,1
LAPEER_BAPTIST_MNGM_0002_1.csv,2. Restocked as below:  200 L.M. bass frigs. planted. Fish  20 # # e-legal # #  715 bluegill e-legal a # ,11-21-57 ,0
LAPEER_TAYLOR_MNGM_0001_1.csv,2. Restocked as recorded. Fish ,71&72 ,0
CHARLEVOIX_WALLOON_MNGM_0001_1.csv,10. Splake planted in 1964 ,1966 ,1
CHARLEVOIX_WALLOON_MNGM_0001_1.csv,9. Delete in lieu of new stocking  policy.  Survey by netting completed in 1967  Very few splake trout-lake trout  is fair. ,1966 ,1
ANTRIM_CLAM_MNGM_0001_1.csv,"1. Planted yellow pikeperch fry:  300,000 in 1933 and 1,000,000 in  1939. Plantings of warm-water  species to sustain existing population  discontinued in state. No fish ",1940 ,0
HOUGHTON_BASS_MNGM_0001_2.csv, released 7/27/67. ,7/67 ,1
HOUGHTON_BASS_MNGM_0001_2.csv,13. Continued stocking brook trout  1969-1973. ,2/74 ,1
HOUGHTON_BASS_MNGM_0001_2.csv,"13. 1000 brook trout 3.5"" released  8/75. ",9/74 ,1
HOUGHTON_BASS_MNGM_0001_2.csv,"12. Survey 6/76; brook trout planted  8/75 now average 10.1"" ",1/76 ,1
HOUGHTON_BASS_MNGM_0001_2.csv,"13. 4800 brk trout X 2.7"" released ",10/77 ,1
HOUGHTON_BOB_MNGM_0001_2.csv,11. Brooks and rainbows planted 6  7/68 ,7/68 ,1
HOUGHTON_BOB_MNGM_0001_2.csv,15. Brown trout released 6/73 & 74 ,11/74 ,1
HOUGHTON_BOB_MNGM_0001_2.csv,"15. 6000 brown trout 5.6"" released  6/75. ",11/74 ,1
HOUGHTON_BOB_MNGM_0001_2.csv,15. 3000 browns (Y) released 6/76. ,1/76 ,1
HOUGHTON_BOB_MNGM_0001_2.csv,"18. 12,000 brk trt 5.6 cm re-  leased 6/11/80 ",12/79 ,1
KALAMAZOO_RUPERT_MNGM_0003_1.csv,7. Rainbow trout stocked 1962-68.  Brown trout stocked 1969. -1976 ,1/67 ,1
